Date,Chan1,Chan2,Chan3,Chan4,Chan5,Chan6,Chan7,Chan8
2024.10.27 11:04:00,2989,2660,2793,2532,2173,2140,2692,2677
2024.10.27 11:04:30,2038,2632,2438,2167,2022,2037,2968,2826
2024.10.27 11:05:00,2244,2889,2371,2932,2100,2639,2216,2307
2024.10.27 11:05:30,2633,2025,2062,2684,2462,2669,2596,2470
2024.10.27 11:06:00,2817,2353,2242,2231,2626,2939,2224,2420
2024.10.27 11:06:30,2722,2077,2640,2624,2691,2227,2221,2042
2024.10.27 11:07:00,2967,2936,2800,2939,2176,2555,2132,2727
2024.10.27 11:07:30,2880,2776,2271,2335,2114,2191,2610,2806
2024.10.27 11:08:00,2344,2318,2418,2662,2792,2043,2624,2862
2024.10.27 11:08:30,2995,2304,2192,2416,2362,2010,2412,2537
2024.10.27 11:09:00,2619,2281,2573,2276,2687,2279,2981,2455
2024.10.27 11:09:30,2006,2998,2347,2983,2716,2086,2264,2424
2024.10.27 11:10:00,2278,2285,2102,2058,2471,2131,2863,2943
2024.10.27 11:10:30,2135,2281,2020,2449,2894,2460,2767,2950
2024.10.27 11:11:00,2627,2399,2138,2395,2489,2211,2492,2701
2024.10.27 11:11:30,2974,2050,2308,2801,2984,2094,2512,2859
2024.10.27 11:12:00,2930,2577,2385,2496,2155,2581,2926,2336
2024.10.27 11:12:30,2399,2369,2312,2691,2266,2795,2912,2437
2024.10.27 11:13:00,2263,2229,2212,2470,2596,2217,2195,2348
2024.10.27 11:13:30,2988,2419,2323,2775,2582,2243,2977,2116
2024.10.27 11:14:00,2923,2116,2522,2837,2291,2785,2869,2173
2024.10.27 11:14:30,2627,2482,2651,2813,2294,2779,2565,2595
2024.10.27 11:15:00,2279,2573,2304,2201,2360,2650,2398,2681
2024.10.27 11:15:30,2146,2032,2578,2881,2405,2179,2886,2410
2024.10.27 11:16:00,2412,2054,2864,2585,2652,2878,2522,2366
2024.10.27 11:16:30,2083,2181,2988,2863,2651,2748,2983,2930
2024.10.27 11:17:00,2280,2168,2804,2639,2787,2629,2401,2284
2024.10.27 11:17:30,2107,2052,2141,2100,2336,2844,2162,2992
2024.10.27 11:18:00,2563,2548,2172,2111,2481,2952,2004,2952
2024.10.27 11:18:30,2775,2332,2548,2219,2485,2015,2981,2294
2024.10.27 11:19:00,2707,2800,2977,2859,2313,2929,2461,2232
2024.10.27 11:19:30,2594,2978,2757,2120,2507,2874,2996,2119
2024.10.27 11:20:00,2967,2919,2571,2635,2331,2703,2756,2987
2024.10.27 11:20:30,2617,2317,2168,2643,2494,2701,2574,2828
2024.10.27 11:21:00,2856,2412,2490,2666,2163,2469,2918,2565
2024.10.27 11:21:30,2953,2258,2586,2084,2621,2303,2299,2410
2024.10.27 12:06:20,2284,2694,2070,2397,2455,2408,2592,2222
2024.10.27 12:07:30,2017,2393,2717,2185,2019,2029,2866,2845
2024.10.27 12:08:00,2890,2848,2670,2076,2598,2589,2175,2330
2024.10.27 12:08:30,2288,2429,2930,2243,2122,2248,2582,2716
2024.10.27 12:09:00,2853,2046,2991,2153,2015,2494,2936,2557
2024.10.27 12:09:36,2773,2522,2106,2370,2416,2192,2633,2009
2024.10.27 12:10:00,2157,2155,2967,2155,2344,2982,2601,2156
2024.10.27 12:10:30,2330,2930,2926,2468,2610,2703,2398,2535
2024.10.27 12:11:00,2941,2675,2346,2600,2823,2215,2340,2841
2024.10.27 12:11:30,2715,2756,2727,2391,2289,2749,2108,2593
2024.10.27 12:12:00,2714,2241,2517,2826,2147,2793,2499,2106
2024.10.27 12:12:30,2992,2589,2350,2740,2137,2885,2462,2113
2024.10.27 12:13:00,2588,2124,2913,2194,2915,2836,2278,2747
2024.10.27 12:13:30,2380,2814,2717,2905,2609,2715,2927,2470
2024.10.27 12:14:00,2453,2785,2354,2434,2474,2442,2337,2119
2024.10.27 12:14:30,2940,2473,2372,2124,2497,2258,2751,2762
2024.10.27 12:15:00,2326,2567,2381,2199,2166,2844,2453,2116
2024.10.27 12:15:30,2041,2081,2079,2625,2739,2157,2726,2439
2024.10.27 12:16:00,2741,2949,2813,2120,2928,2160,2230,2750
2024.10.27 12:16:30,2381,2979,2564,2919,2694,2401,2969,2983
2024.10.27 12:17:00,2209,2855,2959,2168,2773,2622,2878,2527
2024.10.27 12:17:30,2894,2089,2402,2436,2304,2562,2191,2414
2024.10.27 12:18:00,2039,2547,2268,2705,2705,2486,2468,2543
2024.10.27 12:18:30,2279,2183,2481,2211,2797,2496,2972,2846
2024.10.27 12:19:00,2920,2147,2434,2339,2509,2241,2737,2768
2024.10.27 12:19:30,2774,2713,2272,2947,2838,2252,2026,2333
2024.10.27 12:20:00,2762,2100,2710,2677,2316,2900,2293,2986
2024.10.27 12:20:30,2518,2494,2005,2261,2102,2190,2814,2627
2024.10.27 12:21:00,2816,2722,2153,2861,2260,2879,2357,2098
2024.10.27 12:21:30,2059,2132,2407,2851,2386,2601,2967,2488
2024.10.27 12:22:00,2822,2570,2730,2331,2092,2088,2359,2377
2024.10.27 12:22:30,2196,2814,2491,2301,2287,2471,2614,2201
2024.10.27 12:23:00,2249,2937,2644,2517,2587,2206,2497,2980
2024.10.27 12:23:31,2702,2911,2570,2813,2622,2839,2400,2425
2024.10.27 12:24:00,2978,2910,2082,2098,2713,2879,2201,2530
2024.10.27 12:24:30,2417,2138,2146,2014,2867,2303,2930,2169
2024.10.27 12:25:00,2201,2981,2921,2218,2474,2194,2706,2538
2024.10.27 12:25:30,2856,2212,2467,2518,2011,2061,2849,2374
2024.10.27 12:26:00,2871,2880,2803,2376,2124,2424,2780,2268
2024.10.27 12:26:30,2063,2807,2210,2372,2555,2444,2364,2776
2024.10.27 12:27:00,2009,2705,2357,2627,2840,2789,2862,2409
2024.10.27 12:27:30,2437,2087,2491,2659,2110,2154,2031,2558
2024.10.27 12:28:00,2132,2741,2967,2857,2099,2491,2961,2832
2024.10.27 12:28:30,2390,2651,2798,2218,2797,2546,2655,2224
2024.10.27 12:29:00,2870,2946,2779,2434,2984,2993,2378,2421
2024.10.27 12:29:30,2966,2498,2188,2192,2499,2329,2213,2111
2024.10.27 12:30:00,2719,2769,2432,2923,2332,2216,2356,2559
2024.10.27 12:30:36,2327,2105,2333,2362,2940,2678,2152,2875
2024.10.27 12:31:00,2299,2912,2150,2896,2009,2098,2402,2979
2024.10.27 12:31:30,2240,2821,2686,2503,2165,2264,2938,2940
2024.10.27 12:32:00,2844,2293,2318,2699,2762,2252,2898,2137
2024.10.27 12:32:30,2018,2059,2399,2362,2941,2289,2831,2771
2024.10.27 12:33:00,2549,2231,2234,2195,2678,2970,2482,2094
2024.10.27 12:33:30,2334,2188,2357,2376,2847,2520,2366,2987
2024.10.27 12:34:00,2329,2937,2339,2842,2215,2340,2308,2512
2024.10.27 12:34:30,2181,2854,2992,2179,2915,2757,2700,2443
2024.10.27 12:35:00,2022,2082,2285,2955,2666,2888,2437,2191
2024.10.27 12:35:30,2957,2414,2051,2839,2848,2125,2857,2393
2024.10.27 12:36:00,2602,2685,2096,2929,2191,2143,2598,2175
2024.10.27 12:36:30,2738,2075,2890,2188,2957,2189,2715,2140
2024.10.27 12:37:00,2594,2381,2331,2163,2493,2880,2598,2826
2024.10.27 12:37:30,2632,2490,2984,2006,2163,2526,2026,2288
2024.10.27 12:38:00,2041,2106,2467,2844,2316,2992,2776,2516
2024.10.27 12:38:30,2459,2047,2223,2242,2813,2409,2695,2204
2024.10.27 12:39:00,2577,2354,2552,2980,2624,2093,2446,2741
2024.10.27 12:39:30,2001,2172,2992,2545,2589,2311,2989,2241
2024.10.27 12:40:00,2749,2732,2781,2095,2566,2061,2724,2126
2024.10.27 12:40:30,2785,2526,2614,2549,2471,2313,2264,2657
2024.10.27 12:41:00,2334,2726,2111,2396,2595,2678,2077,2303
2024.10.27 12:41:30,2380,2424,2625,2594,2698,2993,3000,2674
2024.10.27 12:42:00,2861,2137,2380,2830,2192,2207,2181,2243
2024.10.27 12:42:30,2401,2023,2234,2722,2393,2485,2115,2863
2024.10.27 12:43:00,2903,2381,2435,2850,2813,2289,2030,2391
2024.10.27 12:43:30,2835,2111,2456,2026,2619,2324,2801,2389
2024.10.27 12:44:00,2576,2501,2819,2949,2581,2997,2092,2524
2024.10.27 12:44:30,2304,2176,2494,2432,2859,2529,2804,2584
2024.10.27 12:45:00,2994,2676,2240,2750,2622,2312,2367,2633
2024.10.27 12:45:30,2961,2010,2085,2293,2237,2159,2730,2069
2024.10.27 12:46:00,2466,2264,2770,2827,2708,2795,2287,2781
2024.10.27 12:46:30,2998,2025,2632,2175,2850,2442,2489,2636
2024.10.27 12:47:00,2806,2772,2875,2464,2630,2955,2041,2377
2024.10.27 12:47:30,2608,2445,2364,2217,2902,2625,2112,2114
2024.10.27 12:48:00,2348,2470,2308,2705,2938,2206,2760,2419
2024.10.27 12:48:30,2393,2735,2846,2626,2758,2309,2002,2387
2024.10.27 12:49:00,2994,2958,2428,2476,2460,2944,2635,2514
2024.10.27 12:49:30,2406,2861,2262,2431,2826,2315,2895,2302
2024.10.27 12:50:00,2412,2338,2136,2685,2247,2742,2789,2125
2024.10.27 12:50:30,2405,2083,2696,2682,2015,2954,2045,2464
2024.10.27 12:51:00,2960,2217,2297,2775,2031,2950,2707,2297
2024.10.27 12:51:30,2160,2191,2735,2314,2354,2100,2791,2323
2024.10.27 12:52:00,2748,2951,2777,2399,2426,2053,2325,2580
2024.10.27 12:52:30,2041,2471,2964,2806,2521,2566,2036,2455
2024.10.27 12:53:00,2483,2903,2174,2809,2986,2543,2410,2784
2024.10.27 12:53:30,2293,2609,2621,2576,2453,2240,2725,2957
2024.10.27 12:54:00,2573,2662,2683,2039,2606,2256,2899,2243
2024.10.27 12:54:30,2219,2605,2189,2462,2116,2350,2422,2661
2024.10.27 12:55:00,2858,2313,2321,2492,2363,2260,2420,2662
2024.10.27 13:19:30,2141,2664,2503,2567,2973,2666,2859,2546
2024.10.27 13:20:00,2198,2468,2255,2939,2693,2087,2034,2576
2024.10.27 13:20:30,2186,2420,2389,2517,2566,2046,2535,2230
2024.10.27 13:21:00,2697,2625,2195,2558,2431,2681,2155,2777
2024.10.27 13:21:30,2485,2766,2366,2614,2762,2988,2600,2209
2024.10.27 13:22:00,2354,2783,2879,2154,2767,2035,2684,2655
2024.10.27 13:22:30,2966,2085,2998,2882,2994,2732,2728,2116
2024.10.27 13:23:00,2517,2348,2776,2509,2447,2277,2829,2802
2024.10.27 13:23:30,2758,2189,2207,2470,2659,2704,2128,2820
2024.10.27 13:24:00,2727,2273,2479,2786,2889,2654,2440,2737
2024.10.27 13:24:30,2233,2778,2792,2808,2105,2911,2202,2040
2024.10.27 13:25:00,2132,2455,2960,2573,2278,2473,2775,2401
2024.10.27 13:25:30,2663,2240,2050,2220,2821,2052,2124,2340
2024.10.27 13:26:00,2834,2520,2999,2504,2523,2109,2402,2895
2024.10.27 13:26:30,2376,2769,2180,2628,2913,2898,2615,2217
2024.10.27 13:27:00,2812,2186,2293,2466,2213,2564,2128,2834
2024.10.27 13:27:30,2029,2425,2565,2455,2247,2413,2486,2633
2024.10.27 13:28:00,2306,2739,2479,2928,2138,2598,2441,2623
2024.10.27 13:28:30,2248,2669,2305,2512,2217,2883,2981,2889
2024.10.27 13:29:00,2542,2556,2679,2866,2094,2608,2508,2701
2024.10.27 13:29:30,2578,2806,2054,2300,2675,2023,2895,2489
2024.10.27 13:30:00,2685,2763,2532,2597,2638,2650,2393,2568
2024.10.27 13:30:30,2563,2931,2720,2597,2334,2895,2676,2234
2024.10.27 13:31:00,2206,2747,2342,2811,2630,2407,2584,2015
2024.10.27 13:31:30,2927,2771,2778,2732,2158,2597,2495,2405
2024.10.27 13:32:00,2919,2624,2695,2349,2216,2247,2368,2797
2024.10.27 13:32:30,2009,2415,2521,2231,2841,2573,2124,2804
2024.10.27 13:33:00,2109,2359,2316,2581,2089,2426,2939,2879
2024.10.27 13:33:30,2757,2806,2833,2658,2879,2130,2251,2216
2024.10.27 13:34:00,2376,2741,2289,2001,2168,2222,2184,2405
2024.10.27 13:34:30,2417,2496,2497,2347,2854,2574,2231,2418
2024.10.27 13:35:00,2775,2293,2871,2903,2794,2088,2508,2621
2024.10.27 13:35:30,2505,2002,2373,2334,2013,2477,2928,2021
2024.10.27 13:36:00,2043,2050,2993,2555,2533,2012,2689,2191
2024.10.27 13:36:30,2791,2834,2405,2801,2401,2460,2662,2993
2024.10.27 13:37:00,2907,2398,2900,2357,2278,2747,2240,2591
2024.10.27 13:37:30,2476,2832,2495,2601,2268,2040,2232,2226
2024.10.27 13:38:00,2453,2386,2341,2129,2529,2727,2769,2148
2024.10.27 13:38:30,2783,2237,2332,2473,2365,2130,2464,2822
2024.10.27 13:39:00,2136,2273,2434,2088,2273,2592,2141,2406
2024.10.27 13:39:30,2118,2412,2199,2681,2479,2772,2839,2388
2024.10.27 13:40:00,2713,2876,2126,2744,2788,2810,2098,2697
2024.10.27 13:40:30,2369,2305,2631,2119,2898,2966,2010,2801
2024.10.27 13:41:00,2727,2057,2768,2060,2923,2670,2845,2235
2024.10.27 13:41:30,2393,2769,2646,2805,2509,2855,2745,2974
2024.10.27 13:42:00,2640,2247,2321,2050,2042,2637,2146,2502
2024.10.27 13:42:30,2085,2189,2304,2680,2917,2538,2486,2388
2024.10.27 13:43:00,2328,2173,2943,2455,2486,2554,2474,2294
2024.10.27 13:43:30,2057,2623,2648,2859,2315,2019,2287,2564
2024.10.27 13:44:00,2234,2438,2666,2511,2522,2367,2228,2993
2024.10.27 13:44:30,2804,2725,2402,2432,2766,2874,2526,2066
2024.10.27 13:45:00,2149,2833,2168,2888,2089,2804,2159,2714
2024.10.27 13:45:30,2851,2410,2314,2116,2827,2667,2120,2459
2024.10.27 13:46:00,2634,2084,2935,2654,2720,2437,2710,2236
2024.10.27 13:46:30,2987,2776,2790,2799,2446,2346,2727,2708
2024.10.27 13:47:00,2388,2351,2675,2470,2905,2830,2909,2122
2024.10.27 13:47:30,2104,2887,2834,2020,2726,2904,2547,2907
2024.10.27 13:48:00,2879,2638,2756,2651,2217,2672,2606,2640
2024.10.27 13:48:30,2908,2373,2865,2793,2452,2313,2985,2899
2024.10.27 13:49:00,2986,2040,2770,2384,2733,2290,2845,2536
2024.10.27 13:49:30,2849,2523,2248,2114,2210,2521,2186,2453
2024.10.27 13:50:00,2256,2402,2187,2657,2995,2470,2188,2407
2024.10.27 13:50:30,2947,2809,2744,2198,2298,2367,2325,2666
2024.10.27 14:05:00,2838,2086,2267,2994,2196,2528,2884,2574
2024.10.27 14:05:33,2805,2896,2652,2095,2504,2973,2005,2175
2024.10.27 14:06:01,2283,2516,2122,2666,2570,2214,2895,2196
2024.10.27 14:06:30,2622,2953,2719,2029,2599,2950,2579,2861
2024.10.27 14:07:00,2691,2538,2609,2625,2416,2278,2469,2715
2024.10.27 14:07:30,2018,2897,2011,2160,2543,2903,2758,2126
2024.10.27 14:08:00,2241,2352,2254,2593,2270,2921,2042,2526
2024.10.27 14:08:30,2586,2330,2149,2071,2756,2211,2853,2824
2024.10.27 14:09:00,2785,2162,2624,2808,2642,2159,2840,2464
2024.10.27 14:09:32,2176,2494,2924,2349,2764,2878,2650,2238
2024.10.27 14:10:00,2679,2795,2073,2940,2944,2291,2283,2784
2024.10.27 14:10:30,2311,2644,2891,2740,2387,2990,2126,2885
2024.10.27 14:11:00,2517,2097,2716,2837,2351,2366,2173,2916
2024.10.27 14:11:30,2062,2535,2826,2872,2117,2145,2787,2321
2024.10.27 14:12:00,2862,2209,2933,2132,2101,2197,2861,2871
2024.10.27 14:12:30,2455,2797,2645,2461,2418,2704,2770,2009
2024.10.27 14:13:00,2222,2804,2347,2396,2445,2305,2525,2782
2024.10.27 14:13:30,2897,2986,2933,2386,2494,2411,2627,2418
2024.10.27 14:14:00,2717,2309,2464,2983,2792,2641,2080,2824
2024.10.27 14:14:30,2252,2969,2223,2720,2162,2741,2877,2525
2024.10.27 14:15:00,2343,2256,2451,2564,2006,2125,2785,2313
2024.10.27 14:15:30,2707,2128,2888,2213,2620,2211,2004,2988
2024.10.27 14:16:00,2383,2765,2697,2530,2451,2788,2242,2611
2024.10.27 14:16:30,2300,2745,2548,2591,2229,2784,2646,2573
2024.10.27 14:17:00,2546,2442,2275,2441,2395,2299,2399,2679
2024.10.27 14:17:30,2034,2567,2015,2363,2182,2680,2531,2431
2024.10.27 14:18:00,2942,2040,2037,2392,2998,2425,2496,2348
2024.10.27 14:18:30,2626,2853,2058,2582,2282,2195,2447,2362
2024.10.27 14:19:00,2009,2905,2612,2169,2512,2713,2952,2743
2024.10.27 14:19:30,2308,2073,2596,2411,2164,2266,2072,2900
2024.10.27 14:20:00,2228,2054,2576,2439,2853,2004,2626,2188
2024.10.27 14:20:30,2484,2266,2636,2643,2653,2413,2266,2005
2024.10.27 14:21:00,2717,2769,2516,2156,2030,2579,2932,2849
2024.10.27 14:21:30,2839,2463,2129,2731,2986,2950,2752,2649
2024.10.27 14:22:00,2931,2299,2954,2204,2742,2620,2311,2945
2024.10.27 14:22:30,2398,2023,2264,2045,2432,2593,2425,2392
2024.10.27 14:23:00,2559,2942,2961,2650,2556,2753,2033,2516
2024.10.27 14:23:30,2795,2528,2767,2635,2765,2502,2511,2182
2024.10.27 14:24:00,2070,2283,2336,2670,2498,2398,2321,2535
2024.10.27 14:24:30,2343,2328,2280,2282,2274,2675,2688,2306
2024.10.27 14:25:00,2437,2826,2367,2124,2071,2571,2932,2603
